,date,sku,price,volume_on_promo w-1,sales w-1,scope,sales w-2,sales w-3,rolling1,rolling2,rolling3,rolling4,rolling5,diff1,diff2,diff3,scaled_price,scaled_sales1,scaled_promo,scaled_rolling1,scaled_rolling2,scaled_rolling3,scaled_rolling4,scaled_rolling5,scaled_diff1,scaled_diff2,scaled_diff3,percentage_diff1,scaled_price_diff1,A,B,E,G,BRAND1,BRAND3,BRAND5,quarter,month,year,dayofyear,dayofmonth,weekofyear,scaled_quarter,scaled_month,scaled_year,scaled_dayofyear,scaled_dayofmonth,scaled_weekofyear,scaled_target,target,F,BRAND2,BRAND4
799,2016-12-17,2704,2.5,0.5167188111067658,20456.0,0,,,20456.0,,,,,,,,0.63768115942029,0.533259423503326,0.005167188111067657,0.533259423503326,,,,,,,,,,False,False,False,True,True,False,False,4,12,2016,352,17,50,1.0,0.9999999999999999,0.0,0.961218836565097,0.5333333333333333,0.9607843137254901,0.5281319290465633,20382.0,False,False,False
800,2016-12-24,2704,2.49,1.9738004121283488,20382.0,0,20456.0,,20382.0,20419.0,,,,74.0,,,0.623188405797102,0.5281319290465633,0.019738004121283487,0.5281319290465633,0.5306956762749446,,,,0.005127494456762749,,,0.003630654499067805,0.014492753623188026,False,False,False,True,True,False,False,4,12,2016,359,24,51,1.0,0.9999999999999999,0.0,0.9806094182825486,0.7666666666666667,0.9803921568627451,0.7299057649667405,23294.0,False,False,False
801,2016-12-31,2704,2.49,0.2163647291147935,23294.0,0,20382.0,20456.0,23294.0,21838.0,21377.333333333332,,,-2912.0,-2838.0,,0.623188405797102,0.7299057649667405,0.002163647291147935,0.7299057649667405,0.629018847006652,0.59709903917221,,,-0.20177383592017728,-0.19664634146341453,,-0.12501073237743626,-0.0,False,False,False,True,True,False,False,4,12,2016,366,31,52,1.0,0.9999999999999999,0.0,1.0,0.9999999999999999,0.9999999999999999,0.19415188470066524,15562.0,False,False,False
802,2017-01-07,2704,2.5,11.348155764040609,15562.0,0,23294.0,20382.0,15562.0,19428.0,19746.0,19923.5,,7732.0,4820.0,4894.0,0.63768115942029,0.19415188470066524,0.11348155764040609,0.19415188470066524,0.46202882483370306,0.48406319290465644,0.4963622505543238,,0.5357538802660753,0.333980044345898,0.33910753880266076,0.49685130445958103,-0.014492753623188026,False,False,False,True,True,False,False,1,1,2017,7,7,1,0.0,0.0,0.33333333333325754,0.005540166204986149,0.2,0.0,0.6641491130820399,22345.0,False,False,False
803,2017-01-14,2704,2.5,0.0,22345.0,0,15562.0,23294.0,22345.0,18953.5,20400.333333333332,20395.75,20407.8,-6783.0,949.0,-1963.0,0.63768115942029,0.6641491130820399,0.0,0.6641491130820399,0.42915049889135276,0.5294022542498152,0.5290846729490023,0.5299196230598671,-0.4699972283813747,0.06575665188470059,-0.1360171840354767,-0.30355784291787874,-0.0,False,False,False,True,True,False,False,1,1,2017,14,14,2,0.0,0.0,0.33333333333325754,0.02493074792243767,0.43333333333333335,0.0196078431372549,0.6856984478935698,22656.0,False,False,False
804,2017-01-21,2704,2.49,0.5870409604519774,22656.0,0,22345.0,15562.0,22656.0,22500.5,20187.666666666668,20964.25,20847.8,-311.0,-7094.0,638.0,0.623188405797102,0.6856984478935698,0.0058704096045197746,0.6856984478935698,0.674923780487805,0.5146664818920916,0.5684763026607539,0.5604074279379158,-0.021549334811529874,-0.4915465631929046,0.044207317073170715,-0.01372704802259887,0.014492753623188026,False,False,False,True,True,False,False,1,1,2017,21,21,3,0.0,0.0,0.33333333333325754,0.0443213296398892,0.6666666666666666,0.0392156862745098,0.6972699556541019,22823.0,False,False,False
805,2017-01-28,2704,2.5,0.6375147877141479,22823.0,0,22656.0,22345.0,22823.0,22739.5,22608.0,20846.5,21336.0,-167.0,-478.0,-7261.0,0.63768115942029,0.6972699556541019,0.0063751478771414795,0.6972699556541019,0.6914842017738361,0.6823725055432371,0.5603173503325942,0.5942350332594235,-0.011571507760532063,-0.03312084257206194,-0.5031180709534366,-0.007317180037681286,-0.014492753623188026,False,False,False,True,True,False,False,1,1,2017,28,28,4,0.0,0.0,0.33333333333325754,0.06371191135734072,0.9,0.058823529411764705,0.7098115299334812,23004.0,False,False,False
806,2017-02-04,2704,2.5,0.0,23004.0,0,22823.0,22656.0,23004.0,22913.5,22827.666666666668,22707.0,21278.0,-181.0,-348.0,-659.0,0.63768115942029,0.7098115299334812,0.0,0.7098115299334812,0.7035407427937919,0.6975933111603844,0.6892322616407982,0.5902161862527716,-0.012541574279379297,-0.02411308203991136,-0.045662416851441234,-0.007868196835332986,-0.0,False,False,False,True,True,False,False,1,2,2017,35,4,5,0.0,0.09090909090909091,0.33333333333325754,0.08310249307479226,0.1,0.0784313725490196,0.706970620842572,22963.0,False,False,False
807,2017-02-11,2704,2.5,0.07838697034359622,22963.0,0,23004.0,22823.0,22963.0,22983.5,22930.0,22861.5,22758.2,41.0,-140.0,-307.0,0.63768115942029,0.706970620842572,0.0007838697034359622,0.706970620842572,0.7083910753880269,0.7046840354767184,0.6999376385809313,0.692779933481153,0.0028409090909091717,-0.009700665188470126,-0.021272172949002188,0.0017854809911596917,-0.0,False,False,False,True,True,False,False,1,2,2017,42,11,6,0.0,0.09090909090909091,0.33333333333325754,0.10249307479224376,0.3333333333333333,0.09803921568627451,0.6977549889135254,22830.0,False,False,False
808,2017-02-18,2704,2.68,3.729303547963207,22830.0,0,22963.0,23004.0,22830.0,22896.5,22932.333333333332,22905.0,22855.2,133.0,174.0,-7.0,0.8985507246376816,0.6977549889135254,0.03729303547963207,0.6977549889135254,0.702362804878049,0.7048457132298597,0.7029517738359202,0.6995011086474501,0.00921563192904662,0.012056541019955791,-0.0004850332594235063,0.005825667980727114,-0.2608695652173916,False,False,False,True,True,False,False,1,2,2017,49,18,7,0.0,0.09090909090909091,0.33333333333325754,0.12188365650969529,0.5666666666666667,0.11764705882352942,0.6121812638580931,21595.0,False,False,False
809,2017-02-25,2704,2.74,0.9085436443621208,21595.0,0,22830.0,22963.0,21595.0,22212.5,22462.666666666668,22598.0,22643.0,1235.0,1368.0,1409.0,0.985507246376812,0.6121812638580931,0.009085436443621208,0.6121812638580931,0.6549681263858096,0.6723022912047303,0.681679600886918,0.6847976718403548,0.08557372505543226,0.09478935698447888,0.09763026607538805,0.05718916415836999,-0.08695652173913038,False,False,False,True,True,False,False,1,2,2017,56,25,8,0.0,0.09090909090909091,0.33333333333325754,0.1412742382271468,0.8,0.13725490196078433,0.6559035476718403,22226.0,False,False,False
810,2017-03-04,2704,2.75,0.12507873661477548,22226.0,0,21595.0,22830.0,22226.0,21910.5,22217.0,22403.5,22523.6,-631.0,604.0,737.0,1.0000000000000004,0.6559035476718403,0.0012507873661477549,0.6559035476718403,0.634042405764967,0.655279933481153,0.6682026053215078,0.6765243902439024,-0.04372228381374721,0.04185144124168505,0.05106707317073167,-0.02839017367047602,-0.01449275362318847,False,False,False,True,True,False,False,1,3,2017,63,4,9,0.0,0.1818181818181818,0.33333333333325754,0.16066481994459833,0.1,0.1568627450980392,0.6710088691796009,22444.0,False,False,False
811,2017-03-11,2704,2.75,1.3589378007485295,22444.0,0,22226.0,21595.0,22444.0,22335.0,22088.333333333332,22273.75,22411.6,-218.0,-849.0,386.0,1.0000000000000004,0.6710088691796009,0.013589378007485296,0.6710088691796009,0.6634562084257207,0.6463645602365115,0.6592121674057649,0.6687638580931263,-0.01510532150776056,-0.05882760532150777,0.02674611973392449,-0.009713063625022278,-0.0,False,False,False,True,True,False,False,1,3,2017,70,11,10,0.0,0.1818181818181818,0.33333333333325754,0.18005540166204986,0.3333333333333333,0.1764705882352941,0.6584672949002218,22263.0,False,False,False
812,2017-03-18,2704,2.74,0.0,22263.0,0,22444.0,22226.0,22263.0,22353.5,22311.0,22132.0,22271.6,181.0,-37.0,-668.0,0.985507246376812,0.6584672949002218,0.0,0.6584672949002218,0.6647380820399116,0.6617932372505543,0.649390243902439,0.6590631929046562,0.012541574279379075,-0.0025637472283814855,-0.046286031042128695,0.008130081300813009,0.01449275362318847,False,False,False,True,True,False,False,1,3,2017,77,18,11,0.0,0.1818181818181818,0.33333333333325754,0.19944598337950137,0.5666666666666667,0.19607843137254904,0.6799473392461198,22573.0,False,False,False
813,2017-03-25,2704,2.75,0.6990652549506048,22573.0,0,22263.0,22444.0,22573.0,22418.0,22426.666666666668,22376.5,22220.2,-310.0,-129.0,-347.0,1.0000000000000004,0.6799473392461198,0.006990652549506048,0.6799473392461198,0.6692073170731712,0.6698078344419809,0.6663317627494457,0.6555016629711752,-0.02148004434589801,-0.008938470066518933,-0.024043791574279494,-0.013733221104859788,-0.01449275362318847,False,False,False,True,True,False,False,1,3,2017,84,25,12,0.0,0.1818181818181818,0.33333333333325754,0.2188365650969529,0.8,0.21568627450980393,0.6726718403547672,22468.0,False,False,False
